Doctor Jay Medical Centre	115, Killiney Road, Singapore 239553	62355196	Operating hours: Monday to Friday: 9:00am to 4:30pm, 6:00pm to 8:30pm; Saturday: 9:00am to 12:00pm, 6:00pm to 8:30pm; Sunday: 6:00pm to 8:30pm; Public Holiday: Closed
Dental Focus People's Park Clinic	101, Upper Cross Street, People's Park Centre, 2- 69, Singapore 058357	65320477	NA
Doctors Inc Medical Group Pte Ltd	190, Toa Payoh Lorong 6, 01- 590, Singapore 310190	63563633	Operating hours: Monday to Friday : 9:00am to 9:00pm, Dinner break : 5:00pm to 6:00pm, Saturday : 9:00am to 1:00pm, 5:00pm to 9:00pm, Sunday : 5:00pm to 9:00pm, PH closed
Doctors Koo, Han & Associates P. L.	3A, International Business Park, Icon@Ibp, 01- 08, Singapore 609935	66650032	Operating hours: Monday to Friday: 8:30am to 5:00pm; Saturday, Sunday & Public Holiday: Closed
Doctors Koo, Tey & Associates Pte Ltd	61, Choa Chu Kang Drive, Yew Tee Mrt Station, 02- 01, Singapore 689715	68924191	Operating hours: Monday to Friday: 8:30am to 14:00pm, 6:00pm to 9:00pm; Saturday: 9:00am to 1:00pm; Sunday & Public Holiday: 9:00am to 12:00pm
Dorcas Home Care Services	105, Jalan Bukit Merah, #01-1912, Singapore 160105	63775183 	Operating hours: 8:30 AM To 5:00 PM (Monday To Friday)
Dover Clinic And Surgery Pte Ltd	28, Dover Crescent, Multi Storey Car Park, 01- 89, Singapore 130028	67757410	Operating hours: Monday to Friday: 8:30am to 5:00pm, 7:00pm to 9:00pm; Saturday: 8:30am to 2:00pm; Sunday & Public Holiday: Closed
Dover Dental Surgery	28, Dover Crescent, Multi Storey Car Park, 01- 87, Singapore 130028	67790233	Operating hours: Monday to Friday : 9.00am to 9.00pm, Saturday & Sunday : 10.00am to 5.00pm
Dentalspecialists@scotts	9, Scotts Road, Pacific Plaza, 08- 01, Singapore 228210	67373088	Operating hours: Monday to Friday : 8:30am to 6:30pm, Saturday : 8:30am to 1.00pm, Sunday & Public Holiday : Closed
Dover Park Hospice	10, Jalan Tan Tock Seng, The Hospice Centre, Singapore 308436	65007272 	Operating hours: Office Hours:, 8:30 AM to 5:30 PM
Dp Dental	205, Hougang Street 21, Heartland Mall-Kovan, 03- 08/09, Singapore 530205	62820122	Operating hours: Monday to Thursday : 10.00am to 9.00pm, Friday : 10.00am to 6.00pm, Saturday & Sunday : 10.00am to 5.00pm
Dr Angeline Ang & Associates	9, Penang Road, Park Mall, 07- 02, Singapore 238459	63383339	Operating hours: Monday to Friday: 9:00am to 1:00pm, 2:00pm to 5:30pm; Saturday: 9:00am to 1:00pm; Sunday & Public Holiday: Closed
Dover Medical Centre	69, Ayer Rajah Crescent, 01- 03, Singapore 139961	67756266	Operating hours: Monday to Friday: 8:30am to 12:30 pm, 1:15pm to 5:30pm; Saturday, Sunday & Public Holiday: Closed
Dr BC Ng Aesthetics	1, Goldhill Plaza, 01- 39/41/43, Singapore 308899	64454545	NA
Dr Benjamin Yim Clinical Aesthetics & Laser Centre	583, Orchard Road, Forum, 06- 04, Singapore 238884	67379181	NA
Doctors Clinic & Surgery	305, Woodlands Street 31, 01- 91, Singapore 730305	62691017	Operating hours: Monday to Friday : 8:30am to 12:00pm, 2:00pm to 4:30pm, 6:30pm to 8:30pm, Saturday & Sunday : 8:30am to 12:00pm
Dr Chan Peng Mun Clinic & Surgery	5, Koek Road, Cuppage Plaza, 01- 22/23/24, Singapore 228796	67336060	Operating hours: Monday, Wednesday & Thursday: 9:00am to 1:00pm, 2:00pm to 7:00pm; Tuesday & Friday: 9:00am to 1:00pm, 2:00pm to 5:30pm; Saturday: 9:00am to 1:00pm; Sunday & Public Holiday: Closed
Dr Chio Aesthetic And Laser Centre Pte Ltd	158, Bedok South Avenue 3, 01- 581, Singapore 460158	64428373	Operating hours: Monday to Thursday: 8:30am to 3:00pm; Friday: 8:30am to 3:00pm; Saturday & Sunday: 8:30am to 1:00pm; Public Holiday: Closed
DR CHOOK SPORTS & LIFESTYLE MEDICAL CENTRE	1, GRANGE ROAD, ORCHARD BUILDING, 10- 02/04/06 & 09, Singapore 239693	67363998	Operating hours: Monday to Friday: 8:00am to 1:00pm, 2:00pm to 5:00pm; Saturday: 8:30am to 1:00pm; Sunday & Public Holiday: Closed
Dr Chua's Family Clinic	638, Jurong West Street 61, Pioneer Mall, 02- 05, Singapore 640638	67928505	Operating hours: Monday to Friday : 8:00am to 3:00pm, 6:30pm to 9.30pm, Saturday : 8:00am to 1:00pm, Sunday : 5:00pm to 9.30pm
Dental On The Bay (Vivocity)	1, Harbourfront Walk, Vivocity, 02- 230, Singapore 098585	63769001	Operating hours: Monday to Friday : 10.00am to 9:30pm, Saturday : 10.00am to 6.00pm, Sunday & Public Holiday: Closed
Dr Gary's Family Clinic	77, INDUS ROAD, INDUS GARDEN, 01- 523, Singapore 160077	68039375	NA
Dentigiene Dental Surgery Pte Ltd	102, Towner Road, 01- 250, Singapore 322102	62998980	Operating hours: Monday to Friday : 9.00am to 12:30pm, 2.00pm to 5:30pm, Saturday & Sunday : 9.00am to 12:30pm
Dr Helen Tan. Clinic	253, Jurong East Street 24, 01- 223, Singapore 600253	65621268	Operating hours: Monday, Wednesday & Friday: 9:00am to 8:00pm, Tuesday, Thursday, Sunday & Public Holiday: 9:00am to 5:00pm, Saturday: Closed
Dr Jeremy Chan Medical Clinic	123, LORONG 1 TOA PAYOH, 01- 493, Singapore 310123	62504191	NA
Dr Jimmy Yap & Partners Dental Surgeons	1, Kim Seng Promenade, Great World City, B1- 12D, Singapore 237994	67340603	Operating hours: Monday to Friday : 10.00am to 7.00pm, Saturday : 9.00am to 4.00pm, Sunday & Public Holiday : Closed
Dr L Y Lai & Neo Clinic	1, Park Road, People'S Park Complex, 04- 27, Singapore 059108	65331927	Operating hours: Monday to Friday: 9:00am to 12:30pm, 2:00pm to 4:30pm; Saturday, Sunday & Public Holiday: Closed
Dr Lam'S Dental Surgery	473, Joo Chiat Road, Singapore 427681	63464988	Operating hours: Monday & Tuesday : 9.00am to 8.00pm, Wednesday to Saturday : 9.00am to 5.00pm, Sunday & Public Holiday : Closed
Covenant Dental Surgery	154, Mei Ling Street, 01- 46, Singapore 140154	64732168	Operating hours: Monday to Friday : 8:30am to 12.00pm, 1:30pm to 4:30pm, 6:30pm to 9.00pm, Saturday : 8:30am to 2.00pm, Sunday & Public Holiday : Closed
Dr Cindy'S Medical Aesthetics	10, Tampines Central 1, Tampines One, 05- 12, Singapore 529536	67334433	NA
Dr Chan Clinic Pte Ltd	212, Hougang Street 21, 01- 327, Singapore 530212	62882340	Operating hours: Monday & Tuesday: 8:30am to 12:00pm, 2:00pm to 4:30pm, 6:15pm to 8:00pm; Wednesday & Thursday: 8:30am to 12:00pm, 2:00pm to 4:30pm; Friday, Saturday & Sunday: 8:30am to 12:00pm; Last Friday, Saturday, Sunday of the month & Public Holiday: Closed
Dr Seow Dental Centre	43, Holland Drive, 01- 51, Singapore 270043	67770113	Operating hours: Monday to Friday : 9.00am to 5.00pm, Saturday: 9.00am to 12.00pm, Sunday & Public Holiday : Closed
De Dental Practice Two (Pte) Ltd	5, Changi Business Park Central 1, Changi City Point, 02- 17, Singapore 486038	65436345	Operating hours: Monday to Friday : 10.00am to 8.00pm, Saturday : 9.00am to 5.00pm, Sunday & Public Holiday : Closed
Dr Steven Ang Aesthetic & Family Clinic	75D, Redhill Road, 01- 112, Singapore 154075	64767333	Operating hours: Monday to Friday: 9:00am to 1:00pm, 3:30pm to 8:30pm; Saturday: 9:00am to 1:00pm; Sunday & Public Holiday: Closed
Dr Hc Leong Dental Surgeon	8, Eu Tong Sen Street, 20- 86, Singapore 059818	62227075	Operating hours: Monday to Friday : 9.00am to 7.00pm, Saturday : 9.00am to 6.00pm, Sunday & Public Holiday : Closed
	NA	NA	NA
Dr Valentin Low Aesthetic & Laser Clinic	290, Orchard Road, Paragon, 08- 03, Singapore 238859	67203323	NA
Dr W .K. Koo & Associates P L (Jurong Point)	1, Jurong West Central 2, Jurong Point, 01- 16A&B;, Singapore 648886	67922669	Operating hours: Monday to Friday: 8:30am to 9:30pm, Saturday: 8:30am to 1:00pm, 2:00pm to 5:00pm, 6:00pm to 9:30pm; Sunday & Public Holiday: 10:00am to 1:00pm, 2:00pm to 5:00pm, 6:00pm to 9:30pm
	NA	NA	NA
	NA	NA	NA
	NA	NA	NA
Dr. K.S. Wong & Partners Dental Surgery Pte Ltd	5, Koek Road, Cuppage Plaza, 06- 10, Singapore 228796	62358421	Operating hours: Monday to Friday : 9.00am to 4:30pm, Saturday : 9.00am to 12:30pm, Sunday & Public Holiday : Closed
Dr T C Tan Medical Consultants	20, Malacca Street, 01- 00, Singapore 048979	62249911	Operating hours: Monday to Friday: 9:00am to 1:00pm, 2:00pm to 5:00pm; Saturday, Sunday & Public Holiday: Closed
Dr Nah & Lee Family Clinic	780, WOODLANDS CRESCENT, MULTI STOREY CAR PARK, 01- 03, Singapore 730780	62501528	NA
Dr. Tan & Partners (Robertson Walk)	11, Unity Street, Robertson Walk, 02- 07, Singapore 237995	62387810	Operating hours: Monday to Friday: 8:00am to 8:30pm; Saturday: 9:00am to 1:30pm; Sunday & Public Holiday: Closed
Dr. Tan & Partners @ Katong	184, EAST COAST ROAD, Singapore 428890	66352551	NA
Dr Soh Family Clinic	966, Jurong West Street 93, 01- 221, Singapore 640966	67917735	Operating hours: Monday,Wednesday & Friday : 8:30am to 1:00pm, 2:00pm to 4:30pm, Tuesday : 8:30am to 1:00pm, 2:00pm to 4:30pm, 7:00pm to 9:00pm, Thursday : 8:30am to 1:00pm, 7:00pm to 9:00pm, Saturday : 11:30pm to 1:00pm, Sunday : 9:00am to 1:00pm
Dr.W Medical Clinic	8, EMPRESS ROAD, 01- 09, Singapore 260008	64754262	NA
Dr.W.K.Koo & Associates (Bukit Panjang) Pte Ltd	1, Jelebu Road, Bukit Panjang Plaza, 01- 62, Singapore 677743	67697003	Operating hours: Monday to Friday: 9:00am to 9:30pm; Saturday: 10:00am to 9:30pm; Sunday & Public Holiday: Closed
Drs Chan & Tang Family Clinic	125, Toa Payoh Lorong 1, 01- 549, Singapore 310125	62511782	Operating hours: Monday & Wednesday : 8:30am to 12:30pm, 2:00pm to 5:00pm, 7:00pm to 9:00pm, Tuesday, Thursday & Friday : 8:30am to 12:30pm, 2:00pm to 5:00pm, Saturday & Sunday : 8:30am to 12:30pm
Drs Chua & Partners (AV) Pte Ltd	125, Bukit Merah Lane 1, 01- 174, Singapore 150125	63773179	Operating hours: Monday: 8:30am to 12:30pm, 2:00pm to 5:00pm, 7:00pm to 9:00pm; Tuesday to Friday: 8:30am to 12:30pm, 2:00pm to 5:00pm; Saturday: 8:30am to 2:30pm; Sunday & Public Holiday: Closed
Dr. Smile Dental Clinic	443, Clementi Avenue 3, 01- 81, Singapore 120443	67792788	NA
Dr Richard Choo & Partners Pte Ltd	541, Orchard Road, Liat Towers, 10- 02, Singapore 238881	67345260	Operating hours: Monday to Friday : 9:00am to 1:00pm, 2:00pm to 5:00pm, Saturday : 9:00am to 1:00pm, Sunday & PH closed
Drs Goh & Tan Family Clinic & Surgery	283, Bishan Street 22, 01- 191, Singapore 570283	64561600	Operating hours: Monday: 8:30am to 12:30pm, 1:30pm to 4:30pm, 7:00pm to 9:30pm; Wednesday: 8:30am to 12:30pm, 1:30pm to 4:30pm; Tuesday & Thursday: 8:30am to 12:30pm, 7:00pm to 9:30pm; Friday, Saturday & Sunday: 8:30am to 12:30pm; Public Holiday: Closed
Drs Horne & Chin Pte Ltd	1, Scotts Road, Shaw Centre, 17- 01, Singapore 228208	64911377	Operating hours: Monday to Friday: 8:30am to 1:00pm, 2:00pm to 5:00pm; Saturday: 8:30am to 1:00pm; Sunday & Public Holiday: Closed
	NA	NA	NA
Drs Koo & Choo Medical Clinic	10, Bukit Batok Central, Bukit Batok Mrt Station, 01- 04A, Singapore 659958	68962568	Operating hours: Monday to Friday: 8:30am to 1:00pm. 2:00pm to 5:30pm; Saturday: 8:30am to 12:00pm; Sunday & Public Holiday: Closed
Drs Koo & Neoh Medical Group	960, Woodlands Road, Kranji Mrt Station, 01- 01, Singapore 738702	63677066	Operating hours: Monday to Friday: 8:30am to 12:30pm, 2:00pm to 4:30pm; Saturday: 8:30am to 12:30pm; Sunday and Public Holiday: Closed
Drs Koo & Neoh Medical Group	29, Woodlands Industrial Park E1, North Tech, 01- 03, Singapore 757716	63643233	Operating hours: Monday to Friday: 8:30am to 12:00pm, 2:00pm to 3:30pm; Saturday, Sunday and Public Holiday: Closed
Drs Koo & Neoh Medical Group (Admiralty)	70, Woodlands Avenue 7, Admiralty Mrt Station, 01- 04, Singapore 738344	62142142	Operating hours: Monday to Friday: 8:00am to 10:00pm; Satuday & Sunday: 8:30am to 1:00pm, 2:00pm to 5:00pm, 6:00pm to 9:00pm; Public Holiday: 8:00am to 1:00pm
Drs Koo & Neoh Medical Group (Woodlands)	900, South Woodlands Drive, Woodlands Civic Centre, 04- 05, Singapore 730900	64626292	Operating hours: Monday to Friday: 8:30am to 5:00pm; Saturday: 8:30am to 1:00pm; Sunday & Public Holiday: Closed
	NA	NA	NA
Drs Koo, Fok & Associates P L (Kian Teck)	4, Kian Teck Avenue, 02- 01, Singapore 628909	62613629	Operating hours: Monday to Friday : 8:30am to 1:00pm, 2:00pm to 5:30pm, Saturday : 9:00am to 12:00pm
Drs Koo, Fok And Associates (Pioneer)	31, Jurong West Street 63, 02- 04, Singapore 648310	68622380	Operating hours: Monday to Friday: 8:30am to 1:00pm, 2:00pm to 5:00pm, 5:30pm to 8:30pm; Saturday: 8:30am to 12:30pm
Dr. W. K. Koo & Associates P. L.	301, Boon Lay Way, Boon Lay Mrt Station, 01- 02, Singapore 649846	67948767	Operating hours: Monday to Friday: 8:30am to 12:00pm, 1:30pm to 5:00pm, 5:30pm to 8:30pm; Saturday: 8:30am to 12:00pm (Subject to doctors' availability); Sunday & Public Holiday: Closed
Drs Koo, Neoh & Associates	20, Chai Chee Road, 01- 416, Singapore 461020	64443233	Operating hours: Monday to Friday: 8:30am to 12:30pm, 2:00pm to 5:00pm, 6:30pm to 8:30pm; Saturday: 8:30am to 12:30pm; Sunday & Public Holiday: Closed
Drs Lim And Chan Clinic	2, Lorong Lew Lian, 01- 50, Singapore 531002	62803009	Operating hours: Monday, Thursday & Friday: 8:30am to 12:30pm, 2:00pm to 5:00pm; Tuesday & Wednesday: 8:30am to 12:30pm, 7:00pm to 9:00pm; Saturday & Sunday: 8:30am to 12:30pm; Public Holiday: Closed
Dr. Tan & Partners (Bencoolen)	180, Bencoolen Street, The Bencoolen, 02- 20, Singapore 189646	68844119	Operating hours: Monday to Friday: 9:00am to 9:00pm; Saturday: 9:00am to 1:00pm, 3:00pm to 5:00pm; Sunday: 9:00am to 1:00pm; Public Holiday: Closed
	NA	NA	NA
Dr B K Lau Aesthetic & Laser Clinic Pte Ltd	5, Upper Aljunied Lane, 01- 42, Singapore 360005	63430626	Operating hours: Monday to Friday: 8:30am to 3:00pm, 6:30pm to 9:00pm; Saturday, Sunday & Public Holiday: 8:30am to 12:30pm
Drs Ong & Partners	101, Kitchener Road, Jalan Besar Plaza, 02- 37, Singapore 208511	62931221	Operating hours: Monday to Friday : 9.00am to 5.00pm, Saturday : 9.00am to 12.00pm, Sunday & Public Holiday : Closed
Drs Singh & Partners, Raffles City Medical Centre	252, North Bridge Road, Raffles City Shopping Centre, 02- 16, Singapore 179103	63388883	Operating hours: Monday to Friday: 9:00am to 12:30pm, 2:00pm to 5:00pm; Saturday: 9:00am to 12:30pm; Sunday & Public Holiday: Closed
Drs Koo Loh & Associates (Pte) Ltd	152, Yung Ho Road, B1- 03, Singapore 610152	62665939	Operating hours: Monday & Thursday: 8:30am to 1:00pm, 2:00pm to 4:30pm, 6:30pm to 8:30pm; Tuesday, Wednesday & Friday: 8:30am to 1:00pm, 2:00pm to 5:30pm; Saturday: 9:00am to 12:00pm; Sunday & Public Holiday: Closed
Drs Thompson & Thomson	24, Raffles Place, Clifford Centre, 02- 08, Singapore 048621	65325376	Operating hours: Monday to Friday: 8:30am to 5:00pm, Saturday, Sunday & Public Holiday: Closed
Drs Trythall, Hoy, Davies (Pte) Ltd (Jurong West)	1, Jurong West Central 2, Jurong Point Shopping Centre, B1A- 19B, Singapore 648886	67930611	Operating hours: Monday to Friday: 8:30 to 6:00pm; Saturday: 8:30am to 1:00pm; Sunday: 9:00am to 12:00pm; Public Holiday: Closed
Drs Fernandez & Partners	1, Grange Road, Orchard Building, 12- 04, Singapore 239693	63380686	Operating hours: Monday to Friday: 9:00am to 1:00pm, 2:00pm to 5:00pm; Saturday: 9:00am to 1:00pm; Sunday & Public Holiday: Closed
Drs. Bain + Partners	2, International Business Park, The Strategy, 01- 06A/07A, Singapore 609930	63162648	Operating hours: Monday to Friday: 8:30am to 1:00pm, 2:00pm to 5:00pm; Saturday: 8:30am to 1:00pm; Sunday & Public Holiday: Closed
Drs. Bain + Partners (Harbour Front)	1, Harbour Front Avenue, Keppel Bay Tower, 07- 06, Singapore 098632	62717110	Operating hours: Monday to Friday: 8:30am to 1:00pm, 2:00pm to 5:00pm; Saturday: 8:30am to 1:00pm; Sunday & Public Holiday: Closed
Drs. Bain + Partners (Orchard)	350, Orchard Road, Shaw House, 15- 02, Singapore 238868	67375211	Operating hours: Monday to Friday: 9:00am to 1:00pm, 2:00pm to 4:30pm; Saturday: 9:00am to 1:00pm; Sunday & Public Holiday: 9:00am to 11:00am
Drs. Chua & Partners (Alexandra Village)	125, Bukit Merah Lane 1, 01- 174, Singapore 150125	63773179	Operating hours: Monday: 8:30am to 12:30pm, 2:00pm to 5:00pm, 7:00pm to 9:00pm; Tuesday to Friday: 8:30am to 12:30pm, 2:00pm to 5:00pm; Saturday: 8:30am to 2:30pm; Sunday & Public Holiday: Closed
Drs. Teng & Partners Dental Surgeons	725, Clementi West Street 2, 01- 198, Singapore 120725	67788882	Operating hours: Monday & Thursday : 9.00am to 1.00pm, 2.00pm to 4:30pm, 6:30pm to 9.00pm, Tuesday, Wednesday & Friday : 9.00am to 1.00pm, 2.00pm to 4:30pm, Saturday : 9.00am to 12.00pm, Sunday & Public Holiday : Closed
Dsc Clinic	31, Kelantan Lane, 01- 16, Singapore 200031	62399482	Operating hours: Monday & Friday: 8:00am to 12:00pm, 1:00pm to 7:30pm; Tuesday, Wednesday & Thursday: 8:00am to 12:00pm, 1:00pm to 5:00pm; Saturday, Sunday & Public Holiday: Closed
Drs Chua & Partners Pte Ltd (Tanjong Pagar)	1, Tanjong Pagar Plaza, 01- 10, Singapore 082001	62210607	Operating hours: Monday to Friday : 8:30am to 12:30pm, 2:00pm to 5:00pm, Saturday : 8:30am to 12:30pm, Sunday & PH closed
Drs Tang & Partners Pte Ltd	64, Yung Kuang Road, 01- 115, Singapore 610064	62656077	Operating hours: Monday, Tuesday, Thursday, Friday : 8:30am to 8:30pm, Wednesday : 8:30am to 5:30pm, Saturday : 8:30 to 2:30pm, Sunday & PH closed
E Medical Clinic & Surgery	639, Bukit Batok Central, 01- 34, Singapore 650639	65632798	Operating hours: Monday & Wednesday: 9:00am to 1:00pm, 2:00pm to 9:00pm; Tuesday, Thursday & Friday: 9:00am to 9:00pm; Saturday: Closed; Sunday: 9:00am to 9:00pm; Public Holiday: Closed
Duxton Medical Clinic	7, Tanjong Pagar Plaza, 01- 106, Singapore 081007	65383573	NA
E J Tan Clinic & Surgery	104, Jurong East Street 13, 01- 100, Singapore 600104	65606600	Operating hours: Monday to Friday: 8:30am to 12:30pm, 2:00pm to 4:00pm, 7:00pm to 9:30pm; Saturday: 8:30am to 12:30pm, 7:00pm to 9:00pm; Sunday: 7:00pm to 9:00pm; Public Holiday: Closed
	NA	NA	NA
	NA	NA	NA
Dr Lim Lean Huat & Associates Pte Ltd	6, Shenton Way, OUE Downtown One, 40- 03, Singapore 068809	63238611	Operating hours: Monday to Friday : 9:30am to 1:00pm, 1:00pm to 3:00pm, 3:00pm to 6:00pm, Saturday : 9:30am to 1:00pm, Sunday & PH closed
East Central Dental Surgery	135, Jurong Gateway Road, 02- 325, Singapore 600135	65665689	Operating hours: Monday, Wednesday & Thursday : 9:30am to 4.00pm, 6:30pm to 8.00pm, Tuesday & Friday : 9:30am to 4.00pm, Saturday : 9:30am to 3.00pm, Sunday & PH closed
East Coast Family Clinic	121, Meyer Road, The Makena, 01- 05, Singapore 437932	64404556	Operating hours: Monday, Tuesday, Thursday & Friday: 8:30am to 3:00pm, 6:30pm to 8:30pm; Wednesday: 8:30am to 12:30pm, 6:30pm to 8:30pm; Saturday, Sunday & Public Holiday: 9:00am to 12:30pm
East Coast Medical Centre	57A, New Upper Changi Road, 01- 1374, Singapore 462057	64430109	Operating hours: Monday to Friday: 9:00am to 1:00pm, 2:00pm to 5:30pm, 6:30pm to 9:00pm; Saturday, Sunday & Public Holiday: 9:00am to 1:00pm
Eastern Clinic & Surgery Pte Ltd	235, Jurong East Street 21, 01- 316, Singapore 600235	65614458	Operating hours: Monday to Tuesday & Thursday : 9:00am to 12:00pm, 2:30pm to 4:30pm, Friday & Saturday : 9:30am to 12:30pm, Wednesday, Sunday & PH closed
Eastern Clinic & Surgery Pte Ltd	318, Jurong East Street 31, 01- 48, Singapore 600318	65631206	Operating hours: Monday,Tues & Thursday : 8:30am to 4:30pm, Friday & Saturday : 8:30am to 12:30pm, Wednesday, Sunday & PH closed
Eastern Clinic And Dental Surgery	303, Jurong East Street 32, 01- 92, Singapore 600303	65622941	Operating hours: Monday to Friday: 8:30am to 12:30pm, 2:00pm to 4:30pm, 7:00pm to 9:00pm; Saturday: 8:30am to 12:30pm; Sunday: 9:00am to 12:00pm; Public Holidays: Closed
Eastern Community Health Centre (Bedok North)	201A, Bedok North Street 1, #01-563, Singapore 461201	64467200 	Operating hours: Mondays to Fridays: 8.30am to 12pm, 1pm to 5pm, Saturdays: 8.30am to 12pm, Sundays and Public Holidays: Closed
E. L. Chin Family Clinic And Surgery Pte. Ltd.	432, Clementi Avenue 3, 01- 272, Singapore 120432	67775182	Operating hours: Monday, Tuesday, Thursday & Friday : 9:00am to 12:30pm, 2:00pm to 4:30pm, 7:00pm to 9:00pm, Saturday : 9:00am to 12:30pm, Sunday : 6:30pm to 8:30pm, Wednesday & PH closed
Eastern Community Health Centre (Tampines)	51, Tampines Avenue 4, #03-33, Singapore 529684	67826885 	Operating hours: Mondays to Fridays: 8.30am to 12pm, 1pm to 5pm, Saturdays, Sundays and Public Holidays: Closed
Eastern Dental Surgery (Bukit Batok)	213, Bukit Batok Street 21, 01- 217, Singapore 650213	65619780	Operating hours: Monday to Friday : 8:30am to 12:30pm, 1:30pm to 4:30pm, Saturday : 8.30am to 12:30pm
Eastern Dental Surgery (Jurong East)	303, Jurong East Street 32, 01- 92, Singapore 600303	65624146	Operating hours: Please call the clinic for operating hours
Eastern Dental Surgery (Jurong West)	502, Jurong West Street 51, 01- 813, Singapore 640502	65674831	Operating hours: Monday to Friday : 8:30am to 4:30pm, Saturday : 8:30am to 12:30pm
Eastern Medical Centre	631, Bedok Reservoir Road, 01- 896, Singapore 470631	64487628	Operating hours: Monday, Tuesday, Thursday & Friday : 8:30am to 1:00pm, 2:00pm to 4:00pm, 7:00pm to 9:00pm, Wednesday & Saturday : 8:30am to 12:30pm, Sunday & PH closed
Eastwood Dentalcare Family Dental Clinic Pte Ltd	20, Eastwood Road, Eastwood Centre, 01- 12, Singapore 486442	62430911	Operating hours: Monday, Tuesday & Thursday : 9:30am to 12:30pm, 2.00pm to 5.00pm, 7;30pm to 10.00pm, Friday & Saturday : 9:30am to 12:30pm, 2.00pm to 5.00pm, Wednesday & Sunday : Closed
Drs. Bain & Partners	1, Raffles Quay, One Raffles Quay North Tower, 09- 03, Singapore 048583	65325522	Operating hours: Monday to Friday: 9:00am to 1:00pm, 2:00pm to 4:30pm; Saturday: 9:00am to 1:00pm; Sunday & Public Holiday: 9:00am to 11:00am
EC Family Clinic	30, Eunos Crescent, Eunos Mrt Station, 01- 17/18, Singapore 409423	67426103	Operating hours: Monday to Sunday including Public Holiday: 9:00am to 11:00pm
ECM Clinic & Surgery	260, Sims Avenue, Ecm Building, 01- 01, Singapore 387604	67493323	Operating hours: Monday to Friday: 8:30am to 12:30pm, 2:00pm to 4:00pm, 6:30pm to 9:30pm; Saturday: 8:30am to 1:00pm; Sunday & Public Holidays: Closed
eBeeCare	21, Heng Mui Keng Terrace, i³ Building, #03-31, Singapore 119613	8113 8924 	Operating hours: 24 hours including weekends
ECON Healthcare Group	235, Corporation Drive, West Point Hospital, #06-02/03/04, Singapore 619771	63828888 	Operating hours: We provide 12 hrs day, night services, or 24hrs home nursing.
ECON Homecare Services	20, Jalan Afifi, Cisco Certis Centre II, #06-02/03/04/05, Singapore 409179	67454335 	Operating hours: We provide 12 hrs day, night services, or 24hrs home nursing
Econ Medicare Centre & Nursing Home	20, Jalan Afifi, Cisco Certis Centre II, #06-02/03/04/05, Singapore 409179	62261188 	Operating hours: 9:00 AM To 5:30 PM (Monday To Sunday)
Econ Medicare Centre (Braddell Road)	58, Braddell Road, Singapore 359905	62261188 / 24Hr ECON Carecentre hotline / 6487 3133 	Operating hours: 9:00 AM To 5:30 PM (Monday To Sunday)
Drs Oh, Lim, Wong & Partners	959, Jurong West Street 92, 01- 154, Singapore 640959	67913988	Operating hours: Monday to Thursday: 8:30am to 8:30pm; Friday: 8:30am to 5:00pm; Saturday: 8:30am to 12:30pm; Sunday & Public Holiday: Closed
Econ Medicare Centre (Choa Chu Kang)	53, Choa Chu Kang Road, Singapore 689385	67698878 / 62261188 / 24Hr ECON Carecentre hotline 	Operating hours: 9:00 AM To 5:30 PM (Monday To Sunday)
	NA	NA	NA
Econ Medicare Centre (Upper East Coast Road)	452, Upper East Coast Road, Singapore 466500	64458838 / 62261188 / 24Hr ECON Carecentre hotline 	NA
Econ Medicare Centre (Yio Chu Kang)	451, Yio Chu Kang Road, Singapore 805947	62261188 / 62261188 / 24Hr ECON Carecentre hotline 	Operating hours: 9:00 AM To 5:30 PM (Monday To Sunday)
Econ Nursing Home (Buangkok)	10, Buangkok View, Block 5, Basement, Level 1 & 2, Singapore 539747	63856860 / 62261188 / 24Hr ECON Carecentre hotline 	Operating hours: 9:00 AM To 5:30 PM (Monday To Sunday)
Econ Medicare Centre (Chai Chee)	351, Chai Chee Street, #03-01, Singapore 468982	6441 6811 / 24Hr ECON Carecentre hotline / 6447 8788 	NA
Econ Careskill Training Centre (ECTC) Pte Ltd	260, Sims Avenue, #04-01, Singapore 387604	67418640 / 67415087 	NA
ECONLIFE! Hub - Bukit Batok Branch	230A, Bukit Batok St 21, #02-423, Singapore 651230	62686202 	Operating hours: Mon to Fri - 9.00am-6.00pm, Sat -  9.00am-1.00pm
Eastern Community Health Centre (Bedok South)	300, Bedok South Avenue 3, Siglap Community Centre, Singapore 469299	64495419 	Operating hours: Mondays to Fridays: 8.30am to 12pm, 1pm to 5pm, Saturdays, Sundays and Public Holidays: Closed
ECONLIFE! Hub - Queenstown Branch	61, Strathmore Ave, #01-02, Singapore 141061	64962308 	NA
ECONLIFE! Hub - Tampines Changkat Branch	117, Tampines St 11, #01-516, Singapore 521117	66361527 	Operating hours: Mon to Fri - 9.00am-6.00pm, Sat -  9.00am-1.00pm
ECONLIFE! Hub - Woodlands Branch	572A, Woodlands Ave 1, Singapore 731572	63394721 	Operating hours: 9.00am to 6.00pm (Monday to Friday) 9.00am to 1.00pm (Saturday)
